code,Age,Sexe,indigène,problèmes de santé,le travail à la maison,préscolaire,Travail,interne / externe,Qualification de la mère, Qualification Du père,Profession de la mère,Profession du père,Divorcé,Mort,Revenu familial,aide aux devoirs,Specialté,Nombre de répitition,Score primaire,Score collégial,Score actuel,score en mathématiques,score en langue arabe,score en première langue,Public / Privé,Zone,Nombre d'enseignants,Electricité,Eau,pc,Livres,État civil,Origine,motivation,Style d'apprentissage,Satisfaction du cours,انقطع | مثعثر دراسيا|جيد|
581,12,M,oui,psychique,non,oui,oui,externe,primaire,primaire,médecin,enseignant,non,oui,> 6000 MAD,non,littéraire,0,7.82,5.19,4.63,4.87,5.46,6.83,Public,urbain,4,oui,oui,non,non,célibataire,urbain,non,Visuel,oui,جيد
582,7,M,non,psychique,non,non,non,externe,secondaire,non,médecin,ouvrier,oui,oui,< 3000 MAD,non,scientifique,2,6.26,12.99,17.46,10.05,9.68,15.56,Privé,urbain,5,oui,oui,oui,non,célibataire,urbain,oui,Auditif,oui,انقطعت
583,17,M,oui,psychique,oui,non,non,interne,secondaire,non,autre,ouvrier,oui,oui,> 6000 MAD,non,scientifique,1,6.76,17.13,18.0,16.87,18.0,14.45,Privé,urbain,8,oui,oui,oui,non,marié,urbain,non,Normal,oui,انقطعت
584,6,M,oui,psychique,non,non,non,externe,primaire,non,ménagère,autre,non,non,< 3000 MAD,non,littéraire,2,6.08,13.69,15.31,4.38,9.0,14.62,Public,rural,7,oui,oui,oui,non,célibataire,rural,non,Auditif,non,جيد
585,14,F,oui,psychique,non,oui,non,interne,universitaire,secondaire,ménagère,ouvrier,oui,non,< 3000 MAD,non,autre,0,4.57,5.86,18.0,6.96,17.52,14.76,Privé,urbain,7,oui,oui,oui,oui,célibataire,urbain,oui,Auditif,partiellement,مثعثر دراسيا
586,13,F,non,Non,non,oui,oui,interne,secondaire,primaire,autre,ouvrier,oui,oui,> 6000 MAD,non,scientifique,0,3.29,9.86,8.78,11.51,17.9,6.27,Public,rural,1,oui,oui,oui,non,marié,rural,oui,Visuel,partiellement,انقطعت
587,13,F,oui,Non,non,non,oui,externe,secondaire,primaire,enseignante,ouvrier,non,oui,3000-6000 MAD,oui,littéraire,2,3.49,16.32,8.79,13.69,14.14,9.09,Public,rural,9,oui,oui,non,oui,célibataire,rural,non,Visuel,oui,مثعثر دراسيا
588,13,F,non,physique,oui,non,oui,externe,universitaire,universitaire,ménagère,autre,oui,non,3000-6000 MAD,non,autre,2,7.28,15.07,7.48,18.0,13.66,13.06,Public,urbain,6,oui,oui,non,non,marié,urbain,non,Auditif,partiellement,جيد
589,17,F,oui,Non,non,oui,non,externe,primaire,primaire,médecin,ouvrier,non,non,< 3000 MAD,non,littéraire,0,7.93,18.0,8.03,13.07,11.29,9.23,Privé,rural,9,oui,oui,oui,non,marié,rural,non,Auditif,non,مثعثر دراسيا
590,10,F,oui,psychique,oui,non,oui,interne,primaire,universitaire,médecin,enseignant,oui,oui,> 6000 MAD,oui,littéraire,2,7.8,12.48,6.55,6.42,16.11,5.26,Public,rural,8,oui,oui,oui,oui,marié,rural,non,Visuel,partiellement,مثعثر دراسيا
591,11,M,non,Non,oui,non,non,interne,universitaire,non,médecin,ouvrier,non,oui,> 6000 MAD,non,scientifique,0,6.42,17.29,8.41,10.7,14.81,9.26,Privé,urbain,4,oui,oui,non,non,marié,urbain,non,Kinesthésique,oui,انقطعت
592,14,M,non,Non,oui,oui,oui,externe,non,secondaire,médecin,autre,non,oui,3000-6000 MAD,oui,autre,1,4.18,11.31,15.76,12.76,13.77,6.73,Privé,urbain,7,oui,oui,oui,non,marié,urbain,non,Auditif,partiellement,جيد
593,14,M,oui,physique,oui,non,non,externe,universitaire,secondaire,autre,enseignant,non,non,3000-6000 MAD,oui,autre,0,5.1,5.67,15.45,16.12,15.17,18.0,Privé,urbain,5,oui,oui,non,oui,célibataire,urbain,non,Visuel,partiellement,مثعثر دراسيا
594,16,F,oui,Non,oui,oui,non,externe,secondaire,universitaire,ménagère,médecin,non,oui,< 3000 MAD,oui,autre,0,6.76,6.88,10.98,9.75,17.49,17.5,Privé,urbain,6,oui,oui,oui,oui,marié,urbain,oui,Auditif,partiellement,مثعثر دراسيا
595,15,F,non,psychique,non,non,oui,interne,universitaire,primaire,enseignante,ouvrier,non,oui,3000-6000 MAD,oui,autre,1,7.79,5.01,4.94,6.0,12.38,9.76,Public,rural,5,oui,oui,oui,non,marié,rural,non,Normal,non,مثعثر دراسيا
596,18,M,non,physique,oui,oui,non,externe,secondaire,secondaire,médecin,médecin,oui,oui,> 6000 MAD,non,autre,0,7.96,11.77,11.42,14.67,14.81,12.53,Privé,rural,6,oui,oui,non,oui,célibataire,rural,oui,Auditif,partiellement,انقطعت
597,8,M,non,physique,oui,oui,non,externe,non,non,ménagère,médecin,non,non,> 6000 MAD,oui,autre,0,4.26,14.94,17.36,11.32,6.57,4.69,Public,rural,7,oui,oui,oui,non,célibataire,rural,oui,Kinesthésique,partiellement,انقطعت
598,9,M,oui,psychique,non,non,non,interne,non,secondaire,médecin,autre,oui,non,< 3000 MAD,non,scientifique,3,4.51,16.85,10.72,17.96,9.77,17.14,Public,rural,2,oui,oui,oui,non,célibataire,rural,oui,Visuel,non,انقطعت
599,17,M,oui,Non,oui,oui,non,externe,non,non,médecin,ouvrier,non,non,> 6000 MAD,non,scientifique,1,3.95,15.93,18.0,9.53,5.88,10.49,Privé,urbain,7,oui,oui,non,non,marié,urbain,oui,Visuel,non,انقطعت
600,8,F,oui,physique,oui,non,non,interne,secondaire,non,ménagère,autre,non,oui,3000-6000 MAD,non,scientifique,3,6.86,5.39,5.46,9.51,14.02,12.56,Public,urbain,1,oui,oui,oui,non,marié,urbain,non,Normal,partiellement,انقطعت
601,10,M,non,psychique,non,non,non,interne,secondaire,universitaire,autre,enseignant,non,oui,3000-6000 MAD,oui,littéraire,3,5.08,13.27,7.42,6.17,13.26,6.04,Privé,urbain,4,oui,oui,non,non,marié,urbain,oui,Normal,non,انقطعت
602,7,M,non,psychique,oui,non,non,interne,secondaire,secondaire,ménagère,ouvrier,non,oui,< 3000 MAD,oui,littéraire,2,5.42,14.04,10.23,15.63,13.93,13.27,Privé,urbain,10,oui,oui,oui,oui,marié,urbain,oui,Auditif,non,مثعثر دراسيا
603,15,M,oui,Non,non,non,oui,interne,non,non,ménagère,ouvrier,oui,oui,> 6000 MAD,oui,autre,0,4.55,9.4,14.24,14.99,15.36,10.91,Public,urbain,7,oui,oui,oui,non,célibataire,urbain,non,Kinesthésique,oui,جيد
604,6,F,non,physique,non,oui,non,externe,primaire,universitaire,enseignante,autre,non,non,3000-6000 MAD,non,scientifique,0,6.37,7.31,13.2,8.48,7.24,13.12,Privé,rural,4,oui,oui,oui,oui,marié,rural,oui,Normal,oui,مثعثر دراسيا
605,9,F,non,physique,oui,non,oui,interne,secondaire,primaire,médecin,médecin,non,non,3000-6000 MAD,oui,littéraire,1,7.07,17.27,10.43,16.08,10.57,5.25,Public,rural,1,oui,oui,oui,non,marié,rural,non,Auditif,oui,انقطعت
606,9,F,oui,Non,non,non,oui,interne,secondaire,non,médecin,ouvrier,oui,non,3000-6000 MAD,non,scientifique,3,4.83,12.2,14.67,10.74,16.06,17.19,Public,rural,1,oui,oui,non,non,célibataire,rural,oui,Visuel,partiellement,مثعثر دراسيا
607,11,M,oui,psychique,oui,oui,oui,interne,secondaire,non,enseignante,autre,oui,oui,3000-6000 MAD,non,littéraire,0,4.27,16.87,13.76,6.06,5.58,8.36,Public,urbain,8,oui,oui,oui,oui,célibataire,urbain,non,Kinesthésique,partiellement,مثعثر دراسيا
608,16,M,oui,Non,non,oui,non,interne,non,non,enseignante,enseignant,oui,non,> 6000 MAD,oui,littéraire,1,7.34,17.22,17.14,7.09,13.18,15.46,Public,urbain,2,oui,oui,oui,oui,marié,urbain,non,Normal,non,مثعثر دراسيا
609,17,M,oui,psychique,oui,oui,non,interne,universitaire,universitaire,ménagère,enseignant,oui,non,< 3000 MAD,oui,autre,1,7.31,10.36,11.1,16.14,15.07,8.63,Privé,rural,6,oui,oui,non,oui,célibataire,rural,non,Kinesthésique,oui,جيد
610,12,M,non,physique,non,oui,oui,externe,non,non,médecin,enseignant,non,non,3000-6000 MAD,oui,autre,3,3.87,5.02,5.82,11.84,13.88,9.24,Public,rural,3,oui,oui,oui,non,marié,rural,non,Kinesthésique,non,انقطعت
611,17,M,oui,psychique,oui,non,non,interne,primaire,primaire,enseignante,ouvrier,non,oui,> 6000 MAD,oui,littéraire,0,5.36,5.54,8.94,9.52,13.79,18.0,Privé,urbain,8,oui,oui,oui,oui,marié,urbain,non,Normal,partiellement,جيد
612,14,F,non,psychique,oui,non,non,externe,universitaire,primaire,ménagère,médecin,non,oui,> 6000 MAD,oui,autre,1,7.11,7.59,18.0,5.11,13.65,6.96,Privé,rural,2,oui,oui,non,non,marié,rural,oui,Visuel,partiellement,انقطعت
613,14,F,non,physique,oui,non,oui,externe,primaire,primaire,ménagère,médecin,oui,oui,3000-6000 MAD,non,scientifique,2,8.0,6.97,15.09,18.0,9.07,16.7,Privé,urbain,9,oui,oui,non,oui,célibataire,urbain,non,Normal,non,مثعثر دراسيا
614,18,F,oui,Non,oui,non,non,externe,primaire,secondaire,ménagère,ouvrier,non,oui,3000-6000 MAD,non,autre,2,5.13,18.0,8.46,15.37,12.51,15.34,Privé,urbain,9,oui,oui,non,oui,marié,urbain,non,Kinesthésique,oui,جيد
615,15,F,non,Non,non,oui,non,interne,primaire,universitaire,autre,médecin,oui,non,< 3000 MAD,oui,scientifique,0,5.21,15.97,16.88,9.45,16.44,17.18,Privé,rural,2,oui,oui,non,oui,marié,rural,non,Normal,partiellement,جيد
616,9,F,oui,physique,non,oui,oui,interne,non,primaire,médecin,autre,non,non,> 6000 MAD,non,scientifique,2,7.04,4.22,16.01,12.16,15.26,9.64,Public,rural,10,oui,oui,oui,oui,marié,rural,oui,Normal,partiellement,مثعثر دراسيا
617,17,F,oui,psychique,non,oui,oui,interne,primaire,secondaire,enseignante,enseignant,non,oui,> 6000 MAD,non,autre,2,6.6,6.21,5.96,17.34,11.59,7.94,Privé,urbain,9,oui,oui,oui,non,marié,urbain,non,Visuel,partiellement,انقطعت
618,11,M,oui,Non,oui,non,oui,interne,non,non,enseignante,autre,oui,oui,< 3000 MAD,oui,littéraire,3,7.0,10.04,18.0,17.58,12.92,16.6,Public,urbain,3,oui,oui,non,oui,marié,urbain,non,Kinesthésique,non,جيد
619,15,M,non,physique,oui,non,oui,externe,universitaire,primaire,autre,ouvrier,oui,non,3000-6000 MAD,non,scientifique,3,6.71,11.36,5.53,8.53,6.79,5.72,Privé,rural,6,oui,oui,oui,oui,marié,rural,oui,Auditif,non,جيد
620,7,F,oui,Non,oui,oui,oui,externe,universitaire,primaire,autre,enseignant,oui,oui,3000-6000 MAD,non,autre,1,8.0,18.0,18.0,18.0,18.0,6.44,Privé,urbain,9,oui,oui,non,non,marié,urbain,non,Normal,oui,جيد
621,8,F,non,Non,non,non,non,externe,primaire,universitaire,médecin,médecin,oui,non,< 3000 MAD,non,littéraire,2,4.02,5.29,9.44,9.51,11.15,11.27,Privé,rural,7,oui,oui,non,oui,marié,rural,non,Kinesthésique,partiellement,جيد
622,10,M,oui,Non,oui,oui,non,externe,secondaire,universitaire,médecin,médecin,oui,oui,3000-6000 MAD,oui,scientifique,0,5.11,13.4,11.34,5.65,6.54,9.27,Public,urbain,8,oui,oui,oui,oui,célibataire,urbain,oui,Auditif,oui,مثعثر دراسيا
623,11,M,oui,Non,oui,non,non,interne,secondaire,non,ménagère,enseignant,oui,oui,3000-6000 MAD,oui,scientifique,0,3.5,15.62,16.42,14.5,5.44,6.79,Privé,rural,5,oui,oui,oui,oui,marié,rural,oui,Visuel,partiellement,انقطعت
624,11,M,non,Non,non,oui,non,externe,universitaire,universitaire,ménagère,médecin,non,non,3000-6000 MAD,oui,autre,3,3.62,12.8,14.54,6.79,16.54,10.41,Public,rural,6,oui,oui,oui,oui,marié,rural,oui,Auditif,non,جيد
625,6,M,non,physique,oui,non,oui,interne,primaire,non,ménagère,médecin,oui,non,> 6000 MAD,oui,autre,3,4.84,18.0,8.0,10.2,6.47,14.38,Privé,urbain,6,oui,oui,non,non,marié,urbain,oui,Normal,non,انقطعت
626,6,M,non,Non,oui,non,non,externe,non,non,autre,autre,oui,oui,> 6000 MAD,oui,autre,0,6.0,16.75,10.24,16.5,7.11,5.56,Privé,rural,5,oui,oui,oui,oui,célibataire,rural,non,Visuel,non,جيد
627,15,M,non,Non,non,oui,non,interne,secondaire,non,enseignante,autre,oui,oui,> 6000 MAD,non,littéraire,0,4.78,7.38,12.58,7.23,12.45,6.75,Public,urbain,7,oui,oui,non,non,célibataire,urbain,non,Kinesthésique,partiellement,انقطعت
628,13,F,oui,Non,oui,non,non,interne,primaire,universitaire,ménagère,médecin,non,non,> 6000 MAD,non,scientifique,1,4.47,10.95,17.14,14.9,14.06,13.52,Public,urbain,4,oui,oui,non,non,célibataire,urbain,non,Auditif,partiellement,جيد
629,16,F,non,psychique,non,oui,oui,externe,non,non,ménagère,ouvrier,oui,non,3000-6000 MAD,non,littéraire,2,6.95,18.0,16.29,12.94,12.65,14.5,Privé,urbain,9,oui,oui,oui,non,célibataire,urbain,non,Visuel,oui,جيد
630,15,F,oui,psychique,non,oui,oui,interne,primaire,primaire,ménagère,ouvrier,oui,oui,< 3000 MAD,oui,autre,2,5.31,16.95,12.56,7.45,9.24,5.26,Privé,rural,6,oui,oui,oui,oui,marié,rural,oui,Kinesthésique,oui,انقطعت
631,8,M,oui,psychique,oui,non,oui,externe,non,universitaire,médecin,ouvrier,oui,oui,3000-6000 MAD,non,littéraire,1,5.11,14.34,7.68,6.31,5.67,9.46,Public,rural,5,oui,oui,non,oui,célibataire,rural,oui,Auditif,oui,انقطعت
632,12,F,non,physique,oui,non,oui,externe,primaire,primaire,enseignante,médecin,non,oui,< 3000 MAD,oui,scientifique,1,5.2,16.78,15.77,12.68,9.17,4.84,Public,urbain,7,oui,oui,oui,non,célibataire,urbain,non,Normal,partiellement,انقطعت
633,15,M,non,physique,oui,non,oui,interne,non,primaire,ménagère,ouvrier,oui,oui,3000-6000 MAD,non,littéraire,2,4.23,8.47,14.82,13.52,13.55,6.34,Privé,urbain,2,oui,oui,non,non,célibataire,urbain,oui,Auditif,oui,انقطعت
634,13,F,non,psychique,non,non,non,interne,primaire,non,médecin,enseignant,oui,non,> 6000 MAD,oui,littéraire,1,5.17,16.72,11.81,11.47,5.72,12.83,Public,urbain,8,oui,oui,non,non,marié,urbain,oui,Visuel,non,مثعثر دراسيا
635,13,M,non,Non,non,non,oui,externe,primaire,secondaire,enseignante,médecin,non,non,3000-6000 MAD,non,autre,1,4.09,4.78,14.46,9.97,7.38,5.04,Public,rural,9,oui,oui,oui,oui,marié,rural,oui,Normal,partiellement,انقطعت
636,10,F,non,Non,non,oui,non,interne,secondaire,non,autre,ouvrier,oui,oui,3000-6000 MAD,non,scientifique,2,8.0,6.01,18.0,4.61,6.09,6.63,Public,urbain,4,oui,oui,non,non,célibataire,urbain,oui,Normal,oui,مثعثر دراسيا
637,8,F,non,psychique,oui,oui,non,externe,non,non,ménagère,enseignant,oui,oui,< 3000 MAD,oui,autre,0,3.34,4.89,14.83,14.46,18.0,6.55,Public,urbain,1,oui,oui,non,non,marié,urbain,oui,Kinesthésique,oui,مثعثر دراسيا
638,11,M,oui,physique,oui,non,oui,externe,secondaire,secondaire,ménagère,enseignant,non,non,3000-6000 MAD,oui,scientifique,0,7.17,12.23,14.7,14.75,15.83,5.93,Public,rural,10,oui,oui,non,oui,célibataire,rural,oui,Auditif,partiellement,انقطعت
639,9,F,non,physique,non,oui,non,externe,primaire,universitaire,enseignante,ouvrier,oui,non,3000-6000 MAD,oui,scientifique,3,6.09,17.47,10.21,10.31,13.16,12.84,Public,urbain,10,oui,oui,non,oui,marié,urbain,oui,Normal,non,انقطعت
640,7,F,non,psychique,oui,non,non,interne,non,primaire,médecin,ouvrier,non,non,< 3000 MAD,non,scientifique,0,3.52,8.63,17.52,9.34,5.82,9.84,Public,rural,3,oui,oui,non,non,célibataire,rural,non,Visuel,non,انقطعت
641,10,M,non,Non,oui,non,non,externe,primaire,universitaire,autre,ouvrier,oui,oui,< 3000 MAD,oui,littéraire,2,4.25,7.06,10.49,15.54,9.58,18.0,Privé,rural,2,oui,oui,non,non,marié,rural,oui,Normal,partiellement,مثعثر دراسيا
642,12,F,non,psychique,non,non,oui,interne,secondaire,universitaire,autre,enseignant,oui,non,3000-6000 MAD,non,autre,3,5.6,6.02,11.82,7.99,14.79,4.71,Public,rural,7,oui,oui,oui,non,marié,rural,non,Visuel,oui,انقطعت
643,17,M,non,Non,non,non,oui,externe,secondaire,primaire,enseignante,autre,oui,oui,> 6000 MAD,non,littéraire,0,6.77,15.02,7.96,7.26,9.9,18.0,Privé,urbain,3,oui,oui,non,oui,marié,urbain,non,Normal,non,انقطعت
644,16,F,oui,Non,oui,oui,non,externe,secondaire,universitaire,ménagère,autre,oui,non,< 3000 MAD,oui,scientifique,0,4.63,5.56,17.18,8.44,14.69,15.88,Public,rural,8,oui,oui,oui,non,marié,rural,non,Auditif,oui,انقطعت
645,11,M,non,Non,non,non,non,externe,non,primaire,autre,autre,oui,non,3000-6000 MAD,non,littéraire,2,4.72,14.51,16.91,7.33,9.2,13.11,Public,urbain,3,oui,oui,oui,non,célibataire,urbain,oui,Kinesthésique,partiellement,انقطعت
646,18,F,oui,physique,oui,non,non,interne,non,non,ménagère,ouvrier,oui,oui,> 6000 MAD,oui,littéraire,3,7.35,12.06,9.72,6.47,14.91,17.55,Public,rural,5,oui,oui,non,non,marié,rural,oui,Auditif,partiellement,مثعثر دراسيا
647,11,M,non,psychique,oui,non,oui,interne,primaire,secondaire,médecin,ouvrier,non,oui,< 3000 MAD,oui,littéraire,3,6.33,16.03,5.27,13.3,9.27,12.12,Privé,rural,9,oui,oui,non,oui,marié,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
648,17,F,oui,psychique,non,oui,non,interne,secondaire,primaire,ménagère,médecin,oui,oui,3000-6000 MAD,oui,littéraire,1,3.22,16.08,16.34,15.65,15.32,8.28,Public,rural,4,oui,oui,oui,oui,célibataire,rural,non,Normal,non,مثعثر دراسيا
649,7,F,non,physique,oui,oui,oui,externe,non,secondaire,autre,autre,non,non,3000-6000 MAD,oui,autre,2,4.26,9.92,17.54,9.14,5.1,4.96,Public,rural,3,oui,oui,oui,non,marié,rural,oui,Visuel,partiellement,انقطعت
650,18,F,oui,psychique,oui,oui,oui,externe,secondaire,non,ménagère,médecin,non,oui,> 6000 MAD,oui,scientifique,3,4.8,11.7,17.68,5.42,12.72,10.66,Public,urbain,2,oui,oui,oui,non,célibataire,urbain,non,Visuel,partiellement,مثعثر دراسيا
651,14,M,oui,physique,non,non,non,externe,non,universitaire,autre,médecin,oui,oui,> 6000 MAD,non,littéraire,2,4.07,16.16,11.11,8.69,6.02,7.83,Privé,rural,9,oui,oui,oui,non,marié,rural,non,Visuel,partiellement,جيد
652,13,F,oui,Non,oui,oui,oui,interne,primaire,secondaire,enseignante,autre,oui,oui,3000-6000 MAD,oui,scientifique,2,5.78,11.23,17.63,14.87,17.12,9.65,Privé,urbain,6,oui,oui,non,non,marié,urbain,non,Normal,partiellement,انقطعت
653,6,M,non,psychique,oui,non,oui,interne,primaire,universitaire,ménagère,autre,oui,oui,< 3000 MAD,oui,littéraire,1,7.98,5.45,10.04,12.46,14.96,13.69,Privé,rural,9,oui,oui,non,non,célibataire,rural,non,Auditif,oui,مثعثر دراسيا
654,18,F,non,psychique,non,oui,oui,interne,secondaire,secondaire,médecin,autre,non,non,> 6000 MAD,non,scientifique,3,6.23,9.0,6.66,12.21,18.0,6.85,Privé,rural,9,oui,oui,non,non,marié,rural,oui,Normal,non,جيد
655,11,M,oui,physique,non,oui,oui,interne,non,universitaire,autre,autre,oui,non,> 6000 MAD,non,autre,2,5.4,16.61,6.33,9.84,11.64,6.2,Public,rural,2,oui,oui,oui,oui,célibataire,rural,non,Auditif,partiellement,جيد
656,12,M,oui,Non,oui,oui,non,externe,secondaire,primaire,autre,ouvrier,oui,non,< 3000 MAD,oui,autre,0,5.28,9.87,15.57,12.32,16.88,16.46,Public,rural,9,oui,oui,oui,oui,marié,rural,oui,Visuel,non,انقطعت
657,6,M,oui,psychique,non,oui,oui,interne,universitaire,secondaire,médecin,médecin,oui,oui,< 3000 MAD,non,littéraire,1,6.17,7.87,11.81,8.89,9.98,9.14,Privé,rural,8,oui,oui,non,oui,célibataire,rural,oui,Auditif,partiellement,مثعثر دراسيا
658,9,M,non,psychique,non,non,oui,externe,non,secondaire,enseignante,autre,oui,non,< 3000 MAD,oui,littéraire,2,8.0,16.71,12.08,10.11,8.57,14.8,Privé,urbain,9,oui,oui,oui,oui,marié,urbain,non,Kinesthésique,oui,مثعثر دراسيا
659,17,M,non,psychique,oui,non,non,interne,non,primaire,enseignante,enseignant,oui,oui,> 6000 MAD,oui,littéraire,3,3.86,14.77,6.42,5.94,17.12,15.88,Public,rural,1,oui,oui,non,non,célibataire,rural,oui,Auditif,non,مثعثر دراسيا
660,11,F,oui,Non,non,oui,oui,interne,primaire,primaire,ménagère,autre,non,oui,3000-6000 MAD,oui,littéraire,2,4.58,13.24,6.33,10.36,5.91,5.73,Public,rural,4,oui,oui,oui,non,célibataire,rural,oui,Visuel,non,انقطعت
661,12,M,oui,psychique,non,non,oui,externe,universitaire,primaire,enseignante,médecin,oui,oui,> 6000 MAD,oui,autre,3,4.0,15.28,15.88,12.29,18.0,7.7,Privé,urbain,4,oui,oui,oui,oui,célibataire,urbain,oui,Auditif,partiellement,انقطعت
662,15,M,oui,Non,non,non,oui,interne,non,universitaire,enseignante,ouvrier,oui,non,< 3000 MAD,non,scientifique,1,6.21,18.0,13.05,7.59,18.0,5.17,Privé,rural,4,oui,oui,oui,oui,célibataire,rural,non,Auditif,non,مثعثر دراسيا
663,6,M,non,Non,oui,non,oui,interne,secondaire,secondaire,ménagère,autre,oui,non,< 3000 MAD,oui,autre,2,6.5,17.01,11.07,13.47,9.57,13.25,Public,rural,4,oui,oui,oui,non,célibataire,rural,oui,Normal,non,انقطعت
664,15,M,non,psychique,non,oui,oui,interne,non,primaire,ménagère,enseignant,non,non,> 6000 MAD,non,scientifique,3,7.3,10.08,16.08,12.16,10.98,16.8,Privé,urbain,7,oui,oui,oui,oui,célibataire,urbain,non,Auditif,non,مثعثر دراسيا
665,16,F,oui,Non,oui,oui,oui,externe,primaire,universitaire,ménagère,médecin,non,non,> 6000 MAD,non,littéraire,2,6.59,11.2,8.55,5.05,4.72,9.74,Public,urbain,9,oui,oui,non,non,marié,urbain,non,Kinesthésique,partiellement,انقطعت
666,10,M,non,physique,non,oui,oui,externe,primaire,non,enseignante,enseignant,oui,oui,< 3000 MAD,non,scientifique,3,6.04,6.18,6.58,8.22,7.39,15.66,Privé,rural,6,oui,oui,oui,non,marié,rural,oui,Normal,non,مثعثر دراسيا
667,17,M,non,physique,oui,non,non,externe,universitaire,non,ménagère,enseignant,non,non,> 6000 MAD,oui,autre,0,7.12,16.78,13.99,12.75,11.56,13.18,Privé,rural,9,oui,oui,oui,non,marié,rural,non,Auditif,partiellement,انقطعت
668,13,F,oui,psychique,non,non,non,externe,primaire,primaire,autre,médecin,oui,non,> 6000 MAD,oui,littéraire,1,8.0,12.94,9.58,12.58,18.0,9.92,Privé,urbain,8,oui,oui,non,oui,célibataire,urbain,oui,Normal,non,مثعثر دراسيا
669,8,M,oui,Non,oui,non,oui,externe,secondaire,universitaire,médecin,médecin,oui,oui,< 3000 MAD,non,littéraire,0,7.98,9.12,9.55,8.22,14.08,13.05,Privé,rural,2,oui,oui,non,oui,marié,rural,oui,Visuel,oui,مثعثر دراسيا
670,8,F,non,physique,oui,non,oui,externe,non,secondaire,enseignante,médecin,non,non,3000-6000 MAD,oui,scientifique,3,4.69,18.0,15.83,7.67,16.09,7.37,Privé,rural,8,oui,oui,oui,non,célibataire,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
671,16,F,oui,psychique,oui,non,oui,interne,universitaire,primaire,enseignante,enseignant,non,non,< 3000 MAD,non,autre,2,7.49,8.02,8.38,14.5,6.27,6.95,Privé,urbain,2,oui,oui,non,oui,célibataire,urbain,oui,Normal,oui,مثعثر دراسيا
672,14,M,non,physique,oui,oui,oui,interne,primaire,non,enseignante,enseignant,oui,non,3000-6000 MAD,non,littéraire,2,3.5,8.36,11.1,6.94,15.62,5.3,Privé,rural,1,oui,oui,non,oui,marié,rural,non,Normal,oui,مثعثر دراسيا
673,12,F,oui,physique,non,non,oui,interne,secondaire,secondaire,autre,ouvrier,oui,oui,3000-6000 MAD,non,autre,1,3.64,12.18,16.34,10.15,14.61,9.0,Public,rural,3,oui,oui,oui,non,célibataire,rural,non,Visuel,non,انقطعت
